product,ceasa,price,date
ALFACE,CEAGESP - SOROCABA,7.0,2015-01-01
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-01
ALFACE,CEAGESP - MARILIA,15.0,2015-01-02
ALFACE,CEASA_CE - FORTALEZA,18.0,2015-01-02
ALFACE,CEASA_DF - BRASILIA,14.64,2015-01-02
ALFACE,CEASA_PE - RECIFE,8.4,2015-01-02
ALFACE,CEASA_PR - CASCAVEL,12.0,2015-01-02
ALFACE,CEASA_RN - NATAL,9.6,2015-01-02
ALFACE,CEASA_RS - PORTO ALEGRE,7.0,2015-01-02
ALFACE,CEASA_SC - FLORIANOPOLIS,7.2,2015-01-02
ALFACE,CEASAMINAS - BELO HORIZONTE,13.0,2015-01-02
ALFACE,CEASA_DF - BRASILIA,14.64,2015-01-03
ALFACE,CEASAMINAS - UBERABA,20.0,2015-01-03
ALFACE,CEASA_DF - BRASILIA,14.64,2015-01-04
ALFACE,AMA_BA - JUAZEIRO,8.0,2015-01-05
ALFACE,CEAGESP - ARARAQUARA,14.04,2015-01-05
ALFACE,CEAGESP - BAURU,13.75,2015-01-05
ALFACE,CEAGESP - PIRACICABA,8.0,2015-01-05
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-05
ALFACE,CEAGESP - S J DOS CAMPOS,7.14,2015-01-05
ALFACE,CEAGESP - SAO JOSE RIO PRETO,11.25,2015-01-05
ALFACE,CEAGESP - SAO PAULO,6.15,2015-01-05
ALFACE,CEAGESP - SOROCABA,7.0,2015-01-05
ALFACE,CEASA_CE - FORTALEZA,18.0,2015-01-05
ALFACE,CEASA_DF - BRASILIA,14.64,2015-01-05
ALFACE,CEASA_ES - VITORIA,5.0,2015-01-05
ALFACE,CEASA_PB - JOAO PESSOA,7.8,2015-01-05
ALFACE,CEASA_PE - RECIFE,4.8,2015-01-05
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-05
ALFACE,CEASA_PR - CURITIBA,6.67,2015-01-05
ALFACE,CEASA_RJ - RIO DE JANEIRO,7.5,2015-01-05
ALFACE,CEASA_RN - NATAL,9.6,2015-01-05
ALFACE,CEASA_RS - PORTO ALEGRE,7.0,2015-01-05
ALFACE,CEASA_SP - CAMPINAS,10.35,2015-01-05
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-05
ALFACE,CEASAMINAS - UBERABA,20.0,2015-01-05
ALFACE,AMA_BA - JUAZEIRO,8.0,2015-01-06
ALFACE,CEAGESP - MARILIA,15.0,2015-01-06
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-06
ALFACE,CEAGESP - SAO PAULO,6.09,2015-01-06
ALFACE,CEASA_CE - FORTALEZA,18.0,2015-01-06
ALFACE,CEASA_DF - BRASILIA,14.64,2015-01-06
ALFACE,CEASA_ES - VITORIA,5.17,2015-01-06
ALFACE,CEASA_GO - GOIANIA,8.0,2015-01-06
ALFACE,CEASA_MS - CAMPO GRANDE,20.0,2015-01-06
ALFACE,CEASA_PA - BELEM,12.0,2015-01-06
ALFACE,CEASA_PB - JOAO PESSOA,7.2,2015-01-06
ALFACE,CEASA_PE - RECIFE,4.8,2015-01-06
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-06
ALFACE,CEASA_PR - CURITIBA,6.67,2015-01-06
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-06
ALFACE,CEASA_RS - CAXIAS DO SUL,0.83,2015-01-06
ALFACE,CEASA_RS - PORTO ALEGRE,8.0,2015-01-06
ALFACE,AMA_BA - JUAZEIRO,8.0,2015-01-07
ALFACE,CEAGESP - ARARAQUARA,14.04,2015-01-07
ALFACE,CEAGESP - PRES. PRUDENTE,18.0,2015-01-07
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-07
ALFACE,CEAGESP - S J DOS CAMPOS,7.14,2015-01-07
ALFACE,CEAGESP - SAO JOSE RIO PRETO,11.25,2015-01-07
ALFACE,CEAGESP - SAO PAULO,6.09,2015-01-07
ALFACE,CEASA_BA - SALVADOR,6.0,2015-01-07
ALFACE,CEASA_CE - FORTALEZA,18.0,2015-01-07
ALFACE,CEASA_DF - BRASILIA,8.0,2015-01-07
ALFACE,CEASA_ES - VITORIA,4.53,2015-01-07
ALFACE,CEASA_PB - JOAO PESSOA,7.2,2015-01-07
ALFACE,CEASA_PE - RECIFE,4.8,2015-01-07
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-07
ALFACE,CEASA_PR - CURITIBA,6.67,2015-01-07
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-07
ALFACE,CEASA_RN - NATAL,9.6,2015-01-07
ALFACE,CEASA_RS - PORTO ALEGRE,8.0,2015-01-07
ALFACE,CEASA_SP - CAMPINAS,10.35,2015-01-07
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-07
ALFACE,CEAGESP - BAURU,13.75,2015-01-08
ALFACE,CEAGESP - FRANCA,0.0,2015-01-08
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-08
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-08
ALFACE,CEAGESP - SAO PAULO,6.09,2015-01-08
ALFACE,CEASA_ES - VITORIA,5.17,2015-01-08
ALFACE,CEASA_PA - BELEM,13.5,2015-01-08
ALFACE,CEASA_PB - JOAO PESSOA,6.0,2015-01-08
ALFACE,CEASA_PE - RECIFE,4.8,2015-01-08
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-08
ALFACE,CEASA_PR - CURITIBA,6.67,2015-01-08
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-08
ALFACE,CEASA_RN - NATAL,9.6,2015-01-08
ALFACE,CEASA_RS - PORTO ALEGRE,8.0,2015-01-08
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-08
ALFACE,CEASAMINAS - UBERABA,20.0,2015-01-08
ALFACE,CEAGESP - ARARAQUARA,14.04,2015-01-09
ALFACE,CEAGESP - MARILIA,15.0,2015-01-09
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-09
ALFACE,CEAGESP - S J DOS CAMPOS,7.14,2015-01-09
ALFACE,CEAGESP - SAO JOSE RIO PRETO,11.25,2015-01-09
ALFACE,CEAGESP - SAO PAULO,6.09,2015-01-09
ALFACE,CEASA_ES - VITORIA,5.17,2015-01-09
ALFACE,CEASA_GO - GOIANIA,8.0,2015-01-09
ALFACE,CEASA_MS - CAMPO GRANDE,16.67,2015-01-09
ALFACE,CEASA_PB - JOAO PESSOA,5.4,2015-01-09
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-09
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-09
ALFACE,CEASA_PR - CURITIBA,8.0,2015-01-09
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-09
ALFACE,CEASA_RN - NATAL,9.6,2015-01-09
ALFACE,CEASA_RS - PORTO ALEGRE,8.0,2015-01-09
ALFACE,CEASA_SC - FLORIANOPOLIS,9.6,2015-01-09
ALFACE,CEASA_SP - CAMPINAS,10.35,2015-01-09
ALFACE,CEASA_TO - PALMAS,0.0,2015-01-09
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-09
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-10
ALFACE,CEAGESP - ARARAQUARA,14.04,2015-01-12
ALFACE,CEAGESP - BAURU,13.75,2015-01-12
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-12
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-12
ALFACE,CEAGESP - S J DOS CAMPOS,7.14,2015-01-12
ALFACE,CEAGESP - SAO JOSE RIO PRETO,11.25,2015-01-12
ALFACE,CEAGESP - SAO PAULO,8.68,2015-01-12
ALFACE,CEAGESP - SOROCABA,7.0,2015-01-12
ALFACE,CEASA_CE - FORTALEZA,12.0,2015-01-12
ALFACE,CEASA_DF - BRASILIA,5.6,2015-01-12
ALFACE,CEASA_ES - VITORIA,5.0,2015-01-12
ALFACE,CEASA_PB - JOAO PESSOA,7.8,2015-01-12
ALFACE,CEASA_PE - RECIFE,7.2,2015-01-12
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-12
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-12
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-12
ALFACE,CEASA_RN - NATAL,9.6,2015-01-12
ALFACE,CEASA_RS - PORTO ALEGRE,8.0,2015-01-12
ALFACE,CEASA_SP - CAMPINAS,10.35,2015-01-12
ALFACE,CEASAMINAS - BELO HORIZONTE,13.0,2015-01-12
ALFACE,CEASAMINAS - UBERABA,18.0,2015-01-12
ALFACE,AMA_BA - JUAZEIRO,8.0,2015-01-13
ALFACE,CEAGESP - MARILIA,20.0,2015-01-13
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-13
ALFACE,CEAGESP - SAO PAULO,8.53,2015-01-13
ALFACE,CEASA_BA - SALVADOR,5.0,2015-01-13
ALFACE,CEASA_DF - BRASILIA,5.6,2015-01-13
ALFACE,CEASA_ES - VITORIA,5.17,2015-01-13
ALFACE,CEASA_GO - GOIANIA,8.0,2015-01-13
ALFACE,CEASA_MS - CAMPO GRANDE,16.67,2015-01-13
ALFACE,CEASA_PA - BELEM,18.0,2015-01-13
ALFACE,CEASA_PB - JOAO PESSOA,7.8,2015-01-13
ALFACE,CEASA_PE - RECIFE,7.2,2015-01-13
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-13
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-13
ALFACE,CEASA_RJ - RIO DE JANEIRO,6.0,2015-01-13
ALFACE,CEASA_RS - CAXIAS DO SUL,0.83,2015-01-13
ALFACE,CEASA_RS - PORTO ALEGRE,8.0,2015-01-13
ALFACE,CEASA_TO - PALMAS,0.0,2015-01-13
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-13
ALFACE,AMA_BA - JUAZEIRO,8.0,2015-01-14
ALFACE,CEAGESP - ARARAQUARA,14.04,2015-01-14
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-14
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-14
ALFACE,CEAGESP - S J DOS CAMPOS,7.14,2015-01-14
ALFACE,CEAGESP - SAO JOSE RIO PRETO,11.25,2015-01-14
ALFACE,CEAGESP - SAO PAULO,8.53,2015-01-14
ALFACE,CEAGESP - SOROCABA,7.0,2015-01-14
ALFACE,CEASA_CE - FORTALEZA,12.0,2015-01-14
ALFACE,CEASA_DF - BRASILIA,5.6,2015-01-14
ALFACE,CEASA_ES - VITORIA,4.67,2015-01-14
ALFACE,CEASA_PB - JOAO PESSOA,7.8,2015-01-14
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-14
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-14
ALFACE,CEASA_PR - CURITIBA,12.0,2015-01-14
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-14
ALFACE,CEASA_RN - NATAL,9.6,2015-01-14
ALFACE,CEASA_RS - PORTO ALEGRE,8.0,2015-01-14
ALFACE,CEASA_SP - CAMPINAS,10.35,2015-01-14
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-14
ALFACE,AMA_BA - JUAZEIRO,6.0,2015-01-15
ALFACE,CEAGESP - BAURU,13.75,2015-01-15
ALFACE,CEAGESP - FRANCA,0.0,2015-01-15
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-15
ALFACE,CEAGESP - SAO PAULO,8.6,2015-01-15
ALFACE,CEASA_CE - FORTALEZA,18.0,2015-01-15
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-15
ALFACE,CEASA_ES - VITORIA,5.17,2015-01-15
ALFACE,CEASA_PA - BELEM,21.0,2015-01-15
ALFACE,CEASA_PB - JOAO PESSOA,8.4,2015-01-15
ALFACE,CEASA_PE - RECIFE,4.8,2015-01-15
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-15
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-15
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-15
ALFACE,CEASA_RN - NATAL,9.6,2015-01-15
ALFACE,CEASA_RS - PORTO ALEGRE,8.0,2015-01-15
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-15
ALFACE,CEASAMINAS - UBERABA,18.0,2015-01-15
ALFACE,AMA_BA - JUAZEIRO,6.0,2015-01-16
ALFACE,CEAGESP - MARILIA,30.0,2015-01-16
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-16
ALFACE,CEAGESP - RIBEIRAO PRETO,9.6,2015-01-16
ALFACE,CEAGESP - S J DOS CAMPOS,7.14,2015-01-16
ALFACE,CEAGESP - SAO JOSE RIO PRETO,11.25,2015-01-16
ALFACE,CEAGESP - SAO PAULO,8.6,2015-01-16
ALFACE,CEAGESP - SOROCABA,7.0,2015-01-16
ALFACE,CEASA_AC - RIO BRANCO,12.0,2015-01-16
ALFACE,CEASA_BA - SALVADOR,6.0,2015-01-16
ALFACE,CEASA_CE - FORTALEZA,18.0,2015-01-16
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-16
ALFACE,CEASA_ES - VITORIA,4.67,2015-01-16
ALFACE,CEASA_MS - CAMPO GRANDE,16.67,2015-01-16
ALFACE,CEASA_PB - JOAO PESSOA,7.2,2015-01-16
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-16
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-16
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-16
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-16
ALFACE,CEASA_RN - NATAL,9.6,2015-01-16
ALFACE,CEASA_RS - PORTO ALEGRE,8.0,2015-01-16
ALFACE,CEASA_SP - CAMPINAS,10.35,2015-01-16
ALFACE,CEASA_TO - PALMAS,0.0,2015-01-16
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-16
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-17
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-18
ALFACE,CEAGESP - ARACATUBA,10.8,2015-01-19
ALFACE,CEAGESP - ARARAQUARA,14.04,2015-01-19
ALFACE,CEAGESP - BAURU,13.75,2015-01-19
ALFACE,CEAGESP - FRANCA,0.0,2015-01-19
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-19
ALFACE,CEAGESP - RIBEIRAO PRETO,8.64,2015-01-19
ALFACE,CEAGESP - SAO JOSE RIO PRETO,13.25,2015-01-19
ALFACE,CEAGESP - SAO PAULO,9.91,2015-01-19
ALFACE,CEAGESP - SOROCABA,7.0,2015-01-19
ALFACE,CEASA_BA - SALVADOR,6.0,2015-01-19
ALFACE,CEASA_CE - FORTALEZA,12.0,2015-01-19
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-19
ALFACE,CEASA_ES - VITORIA,3.67,2015-01-19
ALFACE,CEASA_GO - GOIANIA,8.0,2015-01-19
ALFACE,CEASA_PB - JOAO PESSOA,7.8,2015-01-19
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-19
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-19
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-19
ALFACE,CEASA_RN - NATAL,9.6,2015-01-19
ALFACE,CEASA_RS - PORTO ALEGRE,10.0,2015-01-19
ALFACE,CEASA_SP - CAMPINAS,26.4,2015-01-19
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-19
ALFACE,CEASAMINAS - UBERABA,18.0,2015-01-19
ALFACE,AMA_BA - JUAZEIRO,6.0,2015-01-20
ALFACE,CEAGESP - MARILIA,20.0,2015-01-20
ALFACE,CEAGESP - RIBEIRAO PRETO,8.64,2015-01-20
ALFACE,CEAGESP - SAO PAULO,10.77,2015-01-20
ALFACE,CEASA_CE - FORTALEZA,12.0,2015-01-20
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-20
ALFACE,CEASA_ES - VITORIA,4.67,2015-01-20
ALFACE,CEASA_MS - CAMPO GRANDE,16.67,2015-01-20
ALFACE,CEASA_PA - BELEM,22.5,2015-01-20
ALFACE,CEASA_PB - JOAO PESSOA,7.8,2015-01-20
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-20
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-20
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-20
ALFACE,CEASA_RN - NATAL,10.8,2015-01-20
ALFACE,CEASA_RS - PORTO ALEGRE,10.0,2015-01-20
ALFACE,CEASA_TO - PALMAS,0.0,2015-01-20
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-20
ALFACE,AMA_BA - JUAZEIRO,6.0,2015-01-21
ALFACE,CEAGESP - ARARAQUARA,14.04,2015-01-21
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-21
ALFACE,CEAGESP - RIBEIRAO PRETO,8.64,2015-01-21
ALFACE,CEAGESP - S J DOS CAMPOS,7.14,2015-01-21
ALFACE,CEAGESP - SAO JOSE RIO PRETO,13.25,2015-01-21
ALFACE,CEAGESP - SAO PAULO,10.96,2015-01-21
ALFACE,CEAGESP - SOROCABA,7.0,2015-01-21
ALFACE,CEASA_BA - SALVADOR,6.0,2015-01-21
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-21
ALFACE,CEASA_ES - VITORIA,5.33,2015-01-21
ALFACE,CEASA_PB - JOAO PESSOA,7.8,2015-01-21
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-21
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-21
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-21
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-21
ALFACE,CEASA_RN - NATAL,10.8,2015-01-21
ALFACE,CEASA_RS - PORTO ALEGRE,10.0,2015-01-21
ALFACE,CEASA_SP - CAMPINAS,26.4,2015-01-21
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-21
ALFACE,AMA_BA - JUAZEIRO,6.0,2015-01-22
ALFACE,CEAGESP - BAURU,18.33,2015-01-22
ALFACE,CEAGESP - FRANCA,0.0,2015-01-22
ALFACE,CEAGESP - RIBEIRAO PRETO,8.64,2015-01-22
ALFACE,CEAGESP - SAO PAULO,10.96,2015-01-22
ALFACE,CEASA_BA - SALVADOR,6.0,2015-01-22
ALFACE,CEASA_CE - FORTALEZA,12.0,2015-01-22
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-22
ALFACE,CEASA_ES - VITORIA,5.2,2015-01-22
ALFACE,CEASA_GO - GOIANIA,8.0,2015-01-22
ALFACE,CEASA_PA - BELEM,22.5,2015-01-22
ALFACE,CEASA_PB - JOAO PESSOA,7.8,2015-01-22
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-22
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-22
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-22
ALFACE,CEASA_RJ - RIO DE JANEIRO,4.0,2015-01-22
ALFACE,CEASA_RN - NATAL,9.6,2015-01-22
ALFACE,CEASA_RS - PORTO ALEGRE,10.0,2015-01-22
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-22
ALFACE,CEASAMINAS - UBERABA,18.0,2015-01-22
ALFACE,CEAGESP - ARARAQUARA,14.94,2015-01-23
ALFACE,CEAGESP - MARILIA,15.0,2015-01-23
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-23
ALFACE,CEAGESP - RIBEIRAO PRETO,8.64,2015-01-23
ALFACE,CEAGESP - S J DOS CAMPOS,7.14,2015-01-23
ALFACE,CEAGESP - SAO JOSE RIO PRETO,13.25,2015-01-23
ALFACE,CEAGESP - SAO PAULO,11.38,2015-01-23
ALFACE,CEAGESP - SOROCABA,7.0,2015-01-23
ALFACE,CEASA_CE - FORTALEZA,12.0,2015-01-23
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-23
ALFACE,CEASA_ES - VITORIA,4.78,2015-01-23
ALFACE,CEASA_MS - CAMPO GRANDE,16.67,2015-01-23
ALFACE,CEASA_PB - JOAO PESSOA,7.8,2015-01-23
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-23
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-23
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-23
ALFACE,CEASA_RN - NATAL,9.6,2015-01-23
ALFACE,CEASA_RS - PORTO ALEGRE,10.0,2015-01-23
ALFACE,CEASA_SP - CAMPINAS,26.4,2015-01-23
ALFACE,CEASA_TO - PALMAS,0.0,2015-01-23
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-23
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-24
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-25
ALFACE,AMA_BA - JUAZEIRO,6.0,2015-01-26
ALFACE,CEAGESP - ARARAQUARA,14.94,2015-01-26
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-26
ALFACE,CEAGESP - RIBEIRAO PRETO,12.0,2015-01-26
ALFACE,CEAGESP - S J DOS CAMPOS,7.14,2015-01-26
ALFACE,CEAGESP - SAO JOSE RIO PRETO,13.75,2015-01-26
ALFACE,CEAGESP - SAO PAULO,11.55,2015-01-26
ALFACE,CEAGESP - SOROCABA,14.5,2015-01-26
ALFACE,CEASA_BA - SALVADOR,6.0,2015-01-26
ALFACE,CEASA_CE - FORTALEZA,12.0,2015-01-26
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-26
ALFACE,CEASA_ES - VITORIA,4.56,2015-01-26
ALFACE,CEASA_PB - JOAO PESSOA,10.8,2015-01-26
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-26
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-26
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-26
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-26
ALFACE,CEASA_RN - NATAL,9.6,2015-01-26
ALFACE,CEASA_RS - PORTO ALEGRE,10.0,2015-01-26
ALFACE,CEASA_SC - FLORIANOPOLIS,9.6,2015-01-26
ALFACE,CEASA_SP - CAMPINAS,26.4,2015-01-26
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-26
ALFACE,CEASAMINAS - UBERABA,16.0,2015-01-26
ALFACE,AMA_BA - JUAZEIRO,6.0,2015-01-27
ALFACE,CEAGESP - MARILIA,15.0,2015-01-27
ALFACE,CEAGESP - RIBEIRAO PRETO,12.0,2015-01-27
ALFACE,CEAGESP - SAO PAULO,11.55,2015-01-27
ALFACE,CEASA_BA - PAULO AFONSO,0.0,2015-01-27
ALFACE,CEASA_CE - FORTALEZA,12.0,2015-01-27
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-27
ALFACE,CEASA_ES - VITORIA,5.0,2015-01-27
ALFACE,CEASA_GO - GOIANIA,8.0,2015-01-27
ALFACE,CEASA_MS - CAMPO GRANDE,20.0,2015-01-27
ALFACE,CEASA_PA - BELEM,22.5,2015-01-27
ALFACE,CEASA_PB - JOAO PESSOA,10.8,2015-01-27
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-27
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-27
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-27
ALFACE,CEASA_RJ - RIO DE JANEIRO,7.5,2015-01-27
ALFACE,CEASA_RN - NATAL,9.6,2015-01-27
ALFACE,CEASA_RS - CAXIAS DO SUL,0.83,2015-01-27
ALFACE,CEASA_RS - PORTO ALEGRE,12.0,2015-01-27
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-27
ALFACE,CEAGESP - ARARAQUARA,16.02,2015-01-28
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-28
ALFACE,CEAGESP - RIBEIRAO PRETO,12.0,2015-01-28
ALFACE,CEAGESP - S J DOS CAMPOS,8.5,2015-01-28
ALFACE,CEAGESP - SAO JOSE RIO PRETO,13.75,2015-01-28
ALFACE,CEAGESP - SAO PAULO,11.45,2015-01-28
ALFACE,CEAGESP - SOROCABA,14.5,2015-01-28
ALFACE,CEASA_CE - FORTALEZA,12.0,2015-01-28
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-28
ALFACE,CEASA_ES - VITORIA,5.17,2015-01-28
ALFACE,CEASA_PE - RECIFE,4.8,2015-01-28
ALFACE,CEASA_PR - CASCAVEL,18.0,2015-01-28
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-28
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-28
ALFACE,CEASA_RN - NATAL,9.6,2015-01-28
ALFACE,CEASA_RS - PORTO ALEGRE,12.0,2015-01-28
ALFACE,CEASA_SP - CAMPINAS,26.4,2015-01-28
ALFACE,CEASAMINAS - BELO HORIZONTE,10.0,2015-01-28
ALFACE,AMA_BA - JUAZEIRO,6.0,2015-01-29
ALFACE,CEAGESP - BAURU,18.33,2015-01-29
ALFACE,CEAGESP - FRANCA,0.0,2015-01-29
ALFACE,CEAGESP - RIBEIRAO PRETO,12.0,2015-01-29
ALFACE,CEAGESP - SAO PAULO,11.55,2015-01-29
ALFACE,CEASA_BA - SALVADOR,6.0,2015-01-29
ALFACE,CEASA_CE - FORTALEZA,14.4,2015-01-29
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-29
ALFACE,CEASA_ES - VITORIA,6.0,2015-01-29
ALFACE,CEASA_PA - BELEM,21.0,2015-01-29
ALFACE,CEASA_PB - JOAO PESSOA,10.8,2015-01-29
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-29
ALFACE,CEASA_PR - CASCAVEL,24.0,2015-01-29
ALFACE,CEASA_PR - CURITIBA,8.0,2015-01-29
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-29
ALFACE,CEASA_RN - NATAL,9.6,2015-01-29
ALFACE,CEASA_RS - PORTO ALEGRE,12.0,2015-01-29
ALFACE,CEASAMINAS - BELO HORIZONTE,9.0,2015-01-29
ALFACE,CEASAMINAS - UBERABA,18.0,2015-01-29
ALFACE,CEAGESP - ARARAQUARA,16.02,2015-01-30
ALFACE,CEAGESP - MARILIA,15.0,2015-01-30
ALFACE,CEAGESP - PIRACICABA,12.0,2015-01-30
ALFACE,CEAGESP - PRES. PRUDENTE,18.0,2015-01-30
ALFACE,CEAGESP - RIBEIRAO PRETO,12.0,2015-01-30
ALFACE,CEAGESP - S J DOS CAMPOS,8.5,2015-01-30
ALFACE,CEAGESP - SAO JOSE RIO PRETO,13.75,2015-01-30
ALFACE,CEAGESP - SAO PAULO,11.39,2015-01-30
ALFACE,CEAGESP - SOROCABA,14.5,2015-01-30
ALFACE,CEASA_BA - SALVADOR,6.0,2015-01-30
ALFACE,CEASA_CE - FORTALEZA,18.0,2015-01-30
ALFACE,CEASA_DF - BRASILIA,4.0,2015-01-30
ALFACE,CEASA_ES - VITORIA,4.83,2015-01-30
ALFACE,CEASA_GO - GOIANIA,8.0,2015-01-30
ALFACE,CEASA_MS - CAMPO GRANDE,20.0,2015-01-30
ALFACE,CEASA_PB - JOAO PESSOA,10.8,2015-01-30
ALFACE,CEASA_PE - RECIFE,6.0,2015-01-30
ALFACE,CEASA_PR - CASCAVEL,24.0,2015-01-30
ALFACE,CEASA_PR - CURITIBA,10.0,2015-01-30
ALFACE,CEASA_RJ - RIO DE JANEIRO,5.0,2015-01-30
ALFACE,CEASA_RN - NATAL,9.6,2015-01-30
ALFACE,CEASA_RS - PORTO ALEGRE,12.0,2015-01-30
