,data,precipitacao,pressao_atmosferica,pressao_max,pressao_min,radiacao,temperatura_do_ar,temperatura_orvalho,temperatura_max,temperatura_min,temperatura_orvalho_max,temperatura_orvalho_min,umidade_max,umidade_min,umidade_relativa,direcao_vento,rajada_max,velocidade_media_vento
0,2016-06-08,,,,,,,,,,,,,,,,,
1,2016-06-09,,,,,,,,,,,,,,,,,
2,2016-06-10,,,,,,,,,,,,,,,,,
3,2016-06-11,,,,,,,,,,,,,,,,,
4,2016-06-12,,,,,,,,,,,,,,,,,
5,2016-06-13,,,,,,,,,,,,,,,,,
6,2016-06-14,,,,,,,,,,,,,,,,,
7,2016-06-15,,,,,,,,,,,,,,,,,
8,2016-06-16,,,,,,,,,,,,,,,,,
9,2016-06-17,,,,,,,,,,,,,,,,,
10,2016-06-18,,,,,,,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
11,2016-06-19,,,,,,,,,,,,-19998.0,-19998.0,-19998.0,-19998.0,,
12,2016-06-20,0.0,983.25,983.3333333333334,982.95,197.225,16.816666666666666,13.5,17.116666666666667,16.733333333333334,13.95,13.3,-28316.625,-28317.416666666664,-28737.125,-27485.291666666668,1.7666666666666666,0.5
13,2016-06-21,0.0,1968.5833333333335,1968.8416666666667,1967.9666666666667,1160.325,33.28333333333333,13.5,34.19166666666666,32.725,13.95,13.3,-38315.625,-38316.416666666664,-38736.125,-27257.0,5.795833333333333,1.9541666666666666
14,2016-06-22,0.0,2957.4333333333334,2957.8791666666666,2956.491666666667,1980.0,46.13333333333333,13.5,47.62916666666666,44.9375,13.95,13.3,-48314.625,-48315.416666666664,-48735.125,-27103.583333333332,8.4375,2.8
15,2016-06-23,0.0,3949.804166666667,3950.4583333333335,3948.5458333333336,2971.2250000000004,59.0,13.5,61.3125,57.125,13.95,13.3,-58313.625,-58314.416666666664,-58734.125,-26943.791666666668,11.420833333333333,3.7958333333333334
16,2016-06-24,0.0,4942.85,4943.745833333333,4941.404166666667,3828.15,71.19583333333333,21.37,74.20416666666667,68.64583333333334,22.09444444444444,20.666666666666668,-64527.166666666664,-64529.458333333336,-64528.291666666664,-26866.291666666668,13.316666666666666,4.395833333333334
17,2016-06-25,0.0,5933.520833333333,5934.7,5931.895833333334,4701.558333333333,84.27916666666667,31.778333333333332,87.975,80.98750000000001,33.419444444444444,30.816666666666666,-69487.83333333333,-69493.91666666667,-69490.41666666667,-26802.25,15.358333333333333,5.075
18,2016-06-26,0.0,6921.933333333333,6923.379166666667,6920.120833333333,5653.083333333334,98.27499999999999,31.778333333333332,102.6125,94.27916666666667,33.419444444444444,30.816666666666666,-79486.83333333333,-79492.91666666667,-79489.41666666667,-26714.416666666668,17.133333333333333,5.7375
19,2016-06-27,0.0,7907.845833333333,7909.579166666667,7905.820833333333,6601.016666666666,113.83749999999999,31.778333333333332,118.89583333333333,109.125,33.419444444444444,30.816666666666666,-89485.83333333333,-89491.91666666667,-89488.41666666667,-26659.541666666668,19.09583333333333,6.445833333333334
20,2016-06-28,0.0,8893.020833333334,8894.995833333334,8890.7,7525.916666666667,130.57083333333333,31.778333333333332,136.3875,125.10833333333333,33.419444444444444,30.816666666666666,-99484.83333333333,-99490.91666666667,-99487.41666666667,-26565.583333333332,21.412499999999998,7.1875
21,2016-06-29,0.0,9879.666666666666,9881.9,9877.104166666668,8238.841666666667,147.9875,47.12833333333333,154.41666666666666,142.075,49.169444444444444,45.916666666666664,-108643.16666666667,-108649.70833333333,-108646.20833333333,-26494.875,23.7375,7.941666666666667
22,2016-06-30,0.0,10866.25,10868.691666666668,10863.4125,8598.115,163.59583333333333,47.12833333333333,170.37916666666666,157.15833333333333,49.169444444444444,45.916666666666664,-118642.16666666667,-118648.70833333333,-118645.20833333333,-26372.708333333332,25.779166666666665,8.708333333333334
23,2016-07-01,0.0,11854.408333333333,11857.0375,11851.266666666666,9578.973333333333,182.0375,47.12833333333333,189.2875,175.18333333333334,49.169444444444444,45.916666666666664,-128641.16666666667,-128647.70833333333,-128644.20833333333,-26168.333333333332,29.420833333333334,9.970833333333333
24,2016-07-02,0.0,12842.3875,12845.329166666666,12839.079166666666,10212.923333333334,199.75,47.12833333333333,207.48749999999998,192.55833333333334,49.169444444444444,45.916666666666664,-138640.16666666666,-138646.70833333334,-138643.20833333334,-26057.0,31.90833333333333,10.720833333333333
25,2016-07-03,0.0,13827.3625,13830.591666666667,13823.825,11116.281666666666,219.52916666666667,47.12833333333333,227.84166666666667,211.7125,49.169444444444444,45.916666666666664,-148639.16666666666,-148645.70833333334,-148642.20833333334,-25969.125,34.09166666666667,11.395833333333334
26,2016-07-04,0.0,14814.479166666666,14817.879166666668,14810.545833333334,11940.756666666666,238.29583333333332,47.12833333333333,247.20833333333331,230.02916666666667,49.169444444444444,45.916666666666664,-158638.16666666666,-158644.70833333334,-158641.20833333334,-25791.333333333332,37.3,12.4
27,2016-07-05,0.0,15804.529166666667,15808.154166666667,15800.329166666666,12809.39,256.7875,59.778333333333336,266.3375,248.04999999999998,62.044444444444444,58.11666666666667,-166958.08333333334,-166966.33333333334,-166961.125,-25647.333333333332,40.09166666666667,13.270833333333334
28,2016-07-06,0.0,16795.629166666666,16799.470833333333,16791.195833333335,13531.34,272.6458333333333,71.52208333333333,282.7708333333333,263.25416666666666,74.08819444444444,69.46666666666667,-170229.33333333334,-170239.70833333334,-170234.0,-25583.541666666668,42.25416666666666,14.008333333333333
29,2016-07-07,0.0,17786.579166666666,17790.629166666666,17781.954166666666,14385.523333333333,291.375,71.52208333333333,302.075,281.4458333333333,74.08819444444444,69.46666666666667,-180228.33333333334,-180238.70833333334,-180233.0,-25536.041666666668,44.395833333333336,14.654166666666667
30,2016-07-08,0.0,18776.758333333335,18781.0,18771.954166666666,15046.99,309.6041666666667,86.92208333333333,320.8625,299.22916666666663,74.08819444444444,69.46666666666667,-190227.33333333334,-190237.70833333334,-189811.58333333334,-25424.666666666668,46.72083333333333,15.333333333333334
31,2016-07-09,0.0,19765.595833333333,19770.091666666667,19760.6,16003.756666666666,327.8833333333333,103.07208333333332,339.6958333333333,316.97499999999997,90.13819444444445,84.89166666666667,-198546.33333333334,-198557.33333333334,-198131.875,-25367.416666666668,48.958333333333336,16.05
32,2016-07-10,0.0,20754.358333333334,20759.070833333335,20749.133333333335,16638.248333333333,346.42083333333335,117.82208333333332,358.6583333333333,335.00416666666666,105.18819444444445,99.225,-203499.91666666666,-203512.625,-203086.83333333334,-25289.458333333332,50.666666666666664,16.6375
33,2016-07-11,0.0333333333333333,21742.85,21747.779166666667,21737.420833333334,17285.806666666667,366.7083333333333,134.52208333333334,379.42083333333335,354.85833333333335,122.68819444444445,115.925,-213078.45833333334,-213091.375,-212665.375,-25195.75,52.65833333333333,17.241666666666667
34,2016-07-12,0.0333333333333333,22732.008333333335,22737.1125,22726.370833333334,18052.373333333333,385.5833333333333,150.10958333333332,398.8833333333333,373.2,138.57569444444445,131.16875,-216349.375,-216364.29166666666,-215937.875,-25143.458333333332,54.57083333333333,17.879166666666666
35,2016-07-13,0.0333333333333333,23721.254166666666,23726.570833333335,23715.408333333333,18754.781666666666,403.4375,150.10958333333332,417.35833333333335,390.51666666666665,138.57569444444445,131.16875,-226348.375,-226363.29166666666,-225936.875,-25097.041666666668,56.37916666666666,18.475
36,2016-07-14,0.0333333333333333,24710.125,24715.683333333334,24704.045833333334,19617.912435897437,421.7083333333333,150.10958333333332,436.1583333333333,408.2,138.57569444444445,131.16875,-236347.375,-236362.29166666666,-235935.875,-25003.166666666668,58.541666666666664,19.1625
37,2016-07-15,0.0333333333333333,25697.558333333334,25703.395833333332,25691.295833333334,20285.127820512822,439.42083333333335,165.09419871794873,454.44166666666666,425.3625,153.88338675213674,145.69951923076923,-240881.83333333334,-240898.70833333334,-240472.125,-24937.875,60.61666666666667,19.870833333333334
38,2016-07-16,0.0333333333333333,26681.729166666668,26687.908333333333,26675.245833333334,21245.861153846156,457.775,179.80848443223442,473.41666666666663,443.0625,169.04838675213676,159.93451923076924,-242479.83333333334,-242501.125,-241651.83333333334,-24895.0,63.016666666666666,20.65
39,2016-07-17,0.0333333333333333,27663.49166666667,27669.925,27656.645833333332,22215.094487179485,477.43333333333334,194.70431776556777,493.775,462.05,184.37338675213675,174.5136858974359,-242400.41666666666,-242426.5,-241575.04166666666,-24745.958333333332,66.23333333333333,21.754166666666666
40,2016-07-18,0.0333333333333333,28650.65,28657.2625,28643.4125,23272.92782051282,493.20416666666665,205.75431776556778,510.45416666666665,477.0958333333333,195.82632792860733,184.92545060331824,-245255.95833333334,-245286.0,-244851.5,-24566.791666666668,68.86666666666666,22.583333333333332
41,2016-07-19,0.0333333333333333,29638.1,29645.0125,29630.654166666667,24027.55282051282,508.51666666666665,218.59598443223445,526.3291666666667,491.8208333333333,209.1899642922437,197.45272333059097,-250638.375,-250671.29166666666,-249815.25,-24465.583333333332,71.29583333333333,23.354166666666668
42,2016-07-20,0.0333333333333333,30622.05,30629.2875,30614.445833333335,25014.869487179487,525.4708333333333,232.08348443223443,543.9416666666666,508.0625,223.0274642922437,210.5735566639243,-250553.66666666666,-250591.08333333334,-249732.70833333334,-24422.125,73.525,24.070833333333333
43,2016-07-21,0.0333333333333333,31603.541666666668,31611.058333333334,31595.75,26046.169487179486,544.6708333333333,247.26681776556777,563.9041666666667,526.4875,238.58579762557704,225.30272333059096,-250470.66666666666,-250513.16666666666,-249652.25,-24357.0,75.44166666666666,24.791666666666668
44,2016-07-22,0.0333333333333333,32583.875,32591.629166666666,32575.86666666667,27068.67782051282,564.4875,262.3209844322344,584.5833333333334,545.5208333333334,254.13579762557703,239.93188999725763,-250389.95833333334,-250438.20833333334,-249574.41666666666,-24295.583333333332,77.30833333333334,25.483333333333334
45,2016-07-23,0.0333333333333333,33566.02916666667,33574.0375,33557.67083333334,28092.00282051282,584.3958333333334,277.4751510989011,605.3416666666667,564.625,269.7316309589104,254.6485566639243,-250309.20833333334,-250363.45833333334,-249496.875,-24219.583333333332,79.53333333333333,26.170833333333334
46,2016-07-24,0.0333333333333333,34547.645833333336,34555.95,34539.09166666667,29153.336153846154,603.2208333333333,291.54181776556777,624.9625,582.6583333333333,284.33163095891035,268.17355666392433,-250228.41666666666,-250288.66666666666,-249419.04166666666,-24168.291666666668,81.64166666666667,26.941666666666666
47,2016-07-25,0.0333333333333333,35527.22083333333,35535.808333333334,35518.44583333333,30199.594487179485,622.325,305.6376510989011,644.8625,600.9916666666667,298.8774642922437,281.865223330591,-250148.91666666666,-250215.0,-249342.5,-24092.875,83.76666666666667,27.679166666666667
48,2016-07-26,0.0333333333333333,36503.60833333334,36512.51666666667,36494.5875,31265.686153846153,643.2125,319.69181776556775,666.5166666666667,620.8583333333333,313.61079762557705,295.1568899972576,-250073.875,-250146.75,-249271.0,-23966.125,86.62083333333334,28.59166666666667
49,2016-07-27,0.0333333333333333,37483.35,37492.46666666667,37473.90416666667,32369.786153846155,663.3083333333333,333.0751510989011,687.3,640.5749999999999,327.45663095891035,308.36105666392433,-250005.20833333334,-250082.54166666666,-249204.5,-23732.708333333332,92.7875,30.7
50,2016-07-28,0.0333333333333333,38468.05,38477.3625,38458.225,33529.50282051282,678.8458333333333,342.8209844322344,703.5541666666667,655.5124999999999,337.70663095891035,317.73188999725767,-249930.16666666666,-250013.29166666666,-249132.5,-23541.75,96.425,31.895833333333336
51,2016-07-29,0.0333333333333333,39454.925,39464.495833333334,39444.875,34042.02782051282,692.725,353.11681776556776,717.9708333333333,668.8625,348.3024642922437,327.6860566639243,-249848.16666666666,-249935.875,-249052.5,-23406.291666666668,98.62083333333334,32.6625
52,2016-07-30,0.0333333333333333,40439.34166666667,40449.15,40429.04583333334,34855.80282051282,710.4833333333333,366.6799756603046,736.1416666666667,686.1291666666666,362.1866748185595,340.96500403234535,-251866.125,-251956.66666666666,-251072.58333333334,-23274.75,101.1875,33.641666666666666
53,2016-07-31,0.0333333333333333,41424.3375,41434.36666666667,41413.80416666667,35451.61948717949,728.2666666666667,379.8341423269713,754.1791666666667,703.6625,375.5575081518928,353.9358373656787,-251790.375,-251883.25,-250998.04166666666,-23049.416666666668,104.87916666666666,34.90833333333333
54,2016-08-01,0.0333333333333333,42410.49166666667,42420.74166666667,42399.70416666667,36233.43615384615,746.8583333333333,393.3549756603046,773.2083333333333,721.8249999999999,389.4116748185595,367.206670699012,-251714.41666666666,-251812.04166666666,-250924.58333333334,-22843.875,107.975,35.87083333333334
55,2016-08-02,0.0333333333333333,43397.816666666666,43408.270833333336,43386.79583333334,36718.90282051282,765.2041666666667,407.68414232697125,791.9499999999999,739.875,403.99084148522616,381.269170699012,-251634.70833333334,-251736.5,-250846.58333333334,-22725.666666666668,110.99166666666666,36.675
56,2016-08-03,0.0333333333333333,44384.566666666666,44395.270833333336,44373.354166666664,37677.094487179485,784.2,422.5549756603046,811.5291666666667,758.2791666666667,419.19084148522614,395.82750403234536,-251552.91666666666,-251659.83333333334,-250767.54166666666,-22644.875,113.49166666666666,37.483333333333334
57,2016-08-04,0.0333333333333333,45369.76666666667,45380.71666666667,45358.36666666667,38857.711153846154,802.7583333333333,435.9716423269713,830.7875,775.975,433.06584148522614,408.67333736567866,-251473.33333333334,-251586.0,-250690.95833333334,-22542.125,115.39583333333333,38.1875
58,2016-08-05,0.0333333333333333,46353.9375,46365.175,46342.3375,40107.91948717949,821.8708333333333,450.55914232697125,850.7291666666666,794.3541666666666,448.1241748185595,422.8358373656787,-251392.04166666666,-251510.08333333334,-250612.25,-22469.958333333336,118.17083333333333,39.045833333333334
59,2016-08-06,0.0333333333333333,47336.0,47347.525,47324.05,41325.069487179484,841.9666666666667,464.2924756603046,871.6791666666667,813.6041666666666,462.3491748185595,436.1608373656787,-251317.75,-251441.625,-250541.08333333334,-22321.25,121.14166666666667,40.108333333333334
