,data,precipitacao,pressao_atmosferica,pressao_max,pressao_min,radiacao,temperatura_do_ar,temperatura_orvalho,temperatura_max,temperatura_min,temperatura_orvalho_max,temperatura_orvalho_min,umidade_max,umidade_min,umidade_relativa,direcao_vento,rajada_max,velocidade_media_vento
0,2018-10-11,,,,,,,,,,,,,,,,,
1,2018-10-12,,,,,,,,,,,,,,,,,
2,2018-10-13,,,,,,,,,,,,,,,,,
3,2018-10-14,,,,,,,,,,,,,,,,,
4,2018-10-15,,,,,,,,,,,,,,,,,
5,2018-10-16,,,,,,,,,,,,,,,,,
6,2018-10-17,,,,,,,,,,,,,,,,,
7,2018-10-18,,,,,,,,,,,,,,,,,
8,2018-10-19,,,,,,,,,,,,,,,,,
9,2018-10-20,,,,,,,,,,,,,,,,,
10,2018-10-21,,,,,,,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
11,2018-10-22,,,,,,,,,,,,-19998.0,-19998.0,-19998.0,-19998.0,,
12,2018-10-23,,,,,,,,,,,,-29997.0,-29997.0,-29997.0,-29997.0,,
13,2018-10-24,,,,,,,,,,,,-39996.0,-39996.0,-39996.0,-39996.0,,
14,2018-10-25,0.0,978.2,979.1,978.2,793.1500000000001,22.9,19.9,22.95,22.15,20.1,19.3,-49154.541666666664,-49154.875,-49154.791666666664,-49157.5,2.45,0.5
15,2018-10-26,0.0,1958.9,1960.0,1958.6750000000002,1191.5928571428572,46.04444444444445,38.6,46.3,44.9375,39.150000000000006,37.8125,-55794.166666666664,-55795.958333333336,-55375.583333333336,-55386.125,5.975,1.9
16,2018-10-27,0.0,2940.7333333333336,2942.1291666666666,2940.166666666667,1891.9774725274726,69.30277777777778,58.0625,69.825,67.82083333333334,58.94166666666667,57.00833333333333,-55712.166666666664,-55717.916666666664,-55295.791666666664,-55265.375,8.816666666666666,2.8375
17,2018-10-28,0.0416666666666666,3920.229166666667,3922.0791666666664,3919.425,2498.5467032967035,93.17361111111111,79.08333333333333,94.075,91.41250000000001,80.27083333333334,77.79166666666666,-55625.958333333336,-55635.875,-55211.458333333336,-55157.208333333336,11.091666666666667,3.658333333333333
18,2018-10-29,0.0416666666666666,4896.195833333333,4898.370833333333,4895.05,3859.8313186813184,118.68611111111112,99.78333333333333,120.1,116.48333333333335,101.40126811594203,98.25253623188406,-55546.75,-55561.0,-55553.666666666664,-55005.375,14.266666666666667,4.670833333333333
19,2018-10-30,0.0416666666666666,5876.262500000001,5878.691666666667,5874.6875,5665.2928571428565,142.57777777777778,113.625,144.7375,139.85,116.27210144927535,111.53170289855073,-55486.916666666664,-55508.625,-55497.916666666664,-54846.875,19.5375,6.5375
20,2018-10-31,0.0416666666666666,6859.4875,6862.195833333333,6857.570833333333,7661.700549450549,162.9777777777778,124.48333333333333,165.9,159.50833333333333,127.80960144927536,121.6483695652174,-55427.333333333336,-55456.166666666664,-55441.666666666664,-54744.083333333336,23.329166666666666,7.854166666666666
21,2018-11-01,0.0416666666666666,7843.5041666666675,7846.525,7841.316666666667,8923.177472527472,182.49444444444444,138.4875,186.17083333333332,178.475,142.22210144927536,135.17753623188406,-55352.458333333336,-55387.291666666664,-55369.25,-54675.166666666664,25.912499999999998,8.670833333333333
22,2018-11-02,0.0416666666666666,8825.35,8828.766666666666,8822.933333333334,11058.654395604395,204.75694444444446,153.9375,209.22083333333333,199.72083333333333,158.18573781291173,150.0548089591568,-55279.25,-55320.75,-56973.041666666664,-54604.0,28.604166666666664,9.541666666666666
23,2018-11-03,0.29999999999999993,9806.766666666666,9810.4375,9804.0,12356.492857142857,228.85694444444445,172.46130952380952,234.10416666666666,223.07916666666665,177.10573781291174,168.1448089591568,-55203.0,-55251.125,-58156.083333333336,-54518.291666666664,31.4,10.4375
24,2018-11-04,0.6749999999999999,10788.633333333333,10792.65,10785.616666666667,12612.17857142857,250.2277777777778,191.51964285714286,255.90416666666667,244.1875,196.80573781291173,186.73647562582346,-55112.541666666664,-55168.083333333336,-58069.083333333336,-54418.166666666664,34.0875,11.225
25,2018-11-05,0.9083333333333332,11767.579166666666,11771.970833333333,11764.370833333334,13357.67857142857,271.3902777777778,210.8154761904762,277.375,264.9791666666667,216.38490447957838,205.65730895915678,-55021.166666666664,-55080.958333333336,-57979.625,-54317.583333333336,36.541666666666664,12.016666666666666
