,data,precipitacao,pressao_atmosferica,pressao_max,pressao_min,radiacao,temperatura_do_ar,temperatura_orvalho,temperatura_max,temperatura_min,temperatura_orvalho_max,temperatura_orvalho_min,umidade_max,umidade_min,umidade_relativa,direcao_vento,rajada_max,velocidade_media_vento
0,2015-01-01,,,,,,,,,,,,,,,,,
1,2015-01-02,,,,,,,,,,,,,,,,,
2,2015-01-03,,,,,,,,,,,,,,,,,
3,2015-01-04,,,,,,,,,,,,,,,,,
4,2015-01-05,,,,,,,,,,,,,,,,,
5,2015-01-06,,,,,,,,,,,,,,,,,
6,2015-01-07,,,,,,,,,,,,,,,,,
7,2015-01-08,,,,,,,,,,,,,,,,,
8,2015-01-09,,,,,,,,,,,,,,,,,
9,2015-01-10,,,,,,,,,,,,,,,,,
10,2015-01-11,0.7090909090909091,831.6363636363636,831.9545454545455,831.4545454545455,523.9499999999999,17.418181818181818,11.563636363636364,18.0,16.463636363636365,12.590909090909092,10.572727272727272,-5380.541666666667,-5387.125,-5384.333333333333,-5270.083333333333,12.909090909090908,6.972727272727273
11,2015-01-12,0.7090909090909091,831.6363636363636,831.9545454545455,831.4545454545455,523.9499999999999,17.418181818181818,11.563636363636364,18.0,16.463636363636365,12.590909090909092,10.572727272727272,-15379.541666666668,-15386.125,-15383.333333333332,-15269.083333333332,12.909090909090908,6.972727272727273
12,2015-01-13,0.7090909090909091,831.6363636363636,831.9545454545455,831.4545454545455,523.9499999999999,17.418181818181818,11.563636363636364,18.0,16.463636363636365,12.590909090909092,10.572727272727272,-25378.541666666668,-25385.125,-25382.333333333332,-25268.083333333332,12.909090909090908,6.972727272727273
13,2015-01-14,0.7090909090909091,831.6363636363636,831.9545454545455,831.4545454545455,523.9499999999999,17.418181818181818,11.563636363636364,18.0,16.463636363636365,12.590909090909092,10.572727272727272,-35377.54166666667,-35384.125,-35381.33333333333,-35267.08333333333,12.909090909090908,6.972727272727273
14,2015-01-15,0.7090909090909091,831.6363636363636,831.9545454545455,831.4545454545455,523.9499999999999,17.418181818181818,11.563636363636364,18.0,16.463636363636365,12.590909090909092,10.572727272727272,-45376.54166666667,-45383.125,-45380.33333333333,-45266.08333333333,12.909090909090908,6.972727272727273
