,data,precipitacao,pressao_atmosferica,pressao_max,pressao_min,radiacao,temperatura_do_ar,temperatura_orvalho,temperatura_max,temperatura_min,temperatura_orvalho_max,temperatura_orvalho_min,umidade_max,umidade_min,umidade_relativa,direcao_vento,rajada_max,velocidade_media_vento
0,2018-07-13,,,,,,,,,,,,,,,,,
1,2018-07-14,,,,,,,,,,,,,,,,,
2,2018-07-15,,,,,,,,,,,,,,,,,
3,2018-07-16,,,,,,,,,,,,,,,,,
4,2018-07-17,,,,,,,,,,,,,,,,,
5,2018-07-18,,,,,,,,,,,,,,,,,
6,2018-07-19,,,,,,,,,,,,,,,,,
7,2018-07-20,,,,,,,,,,,,,,,,,
8,2018-07-21,,,,,,,,,,,,,,,,,
9,2018-07-22,,,,,,,,,,,,,,,,,
10,2018-07-23,,,,,,,,,,,,-9999.0,-9999.0,-9999.0,-9999.0,,
11,2018-07-24,0.0,1018.8307692307692,1019.1538461538462,1018.6461538461538,1300.1454545454546,22.930769230769236,17.423076923076923,23.384615384615383,22.1,17.66923076923077,16.976923076923075,-14541.416666666668,-14544.291666666668,-14543.041666666668,-14454.375,3.2,1.2999999999999998
12,2018-07-25,0.0,2037.2224358974358,2037.7580128205127,2036.8336538461538,2461.9121212121217,44.6599358974359,34.52307692307692,45.81378205128205,43.17916666666667,35.26923076923077,33.67275641025641,-14460.041666666668,-14468.791666666668,-14464.708333333334,-14225.083333333334,5.050000000000001,1.9958333333333331
13,2018-07-26,0.0,3056.422435897436,3057.103846153846,3055.808653846154,3738.1954545454546,68.16410256410256,49.564743589743586,70.15961538461538,65.90833333333333,50.9400641025641,48.176923076923075,-14393.458333333334,-14410.25,-14402.208333333334,-14006.083333333334,6.925000000000001,2.6541666666666663
14,2018-07-27,0.0,4077.5516025641027,4078.3746794871795,4076.704487179487,4966.345454545455,89.30993589743589,65.83974358974359,91.88044871794871,86.57083333333334,67.48589743589744,64.02692307692308,-14317.041666666668,-14339.041666666668,-14327.708333333334,-13804.125,10.225000000000001,3.8874999999999997
15,2018-07-28,0.0,5097.964102564103,5099.037179487179,5096.991987179487,6221.470454545455,112.80993589743589,83.89391025641027,115.87628205128205,109.4625,85.8900641025641,81.62692307692308,-14240.666666666668,-14268.125,-14254.291666666668,-13642.833333333334,13.091666666666667,4.920833333333333
16,2018-07-29,0.0,6115.922435897436,6117.183012820513,6114.77532051282,7502.320454545455,136.51410256410256,99.89807692307693,140.30128205128204,132.55,102.39839743589744,97.05608974358974,-14172.625,-14206.333333333334,-14189.291666666668,-13447.375,15.441666666666666,5.7
17,2018-07-30,0.0,7132.734935897436,7134.224679487179,7131.46282051282,8792.903787878788,160.31826923076923,116.77307692307693,164.71378205128204,155.59583333333333,119.69423076923077,113.48525641025641,-14101.625,-14141.916666666668,-14121.791666666668,-13267.375,17.958333333333336,6.620833333333334
18,2018-07-31,0.0,8149.239102564103,8150.887179487179,8147.6253205128205,10059.778787878788,184.2974358974359,133.2789592760181,189.5096153846154,178.85416666666666,136.57658371040725,129.63231523378582,-16964.583333333332,-17009.25,-16987.416666666668,-13048.833333333334,21.191666666666666,7.691666666666666
19,2018-08-01,0.2666666666666666,9170.609935897435,9172.395512820513,9168.721153846154,11074.395454545454,207.62243589743588,133.2789592760181,213.14711538461538,201.87916666666666,136.57658371040725,129.63231523378582,-26963.583333333336,-27008.25,-26986.416666666668,-12857.0,26.645833333333336,9.7625
20,2018-08-02,0.2666666666666666,10192.868269230768,10194.903846153846,10190.783653846154,12126.853787878788,229.93493589743588,152.30753070458954,235.93461538461537,223.775,155.90991704374056,148.33231523378583,-34444.666666666664,-34490.583333333336,-34048.66666666667,-12695.25,29.725,10.808333333333334
21,2018-08-03,0.2666666666666666,11215.530769230769,11217.695512820512,11213.18782051282,13237.087121212122,251.9724358974359,171.0241973712562,258.40544871794873,245.4375,174.87833809637215,166.83231523378583,-36460.166666666664,-36509.25,-36485.5,-12531.833333333334,34.17916666666667,12.533333333333333
22,2018-08-04,0.29166666666666663,12239.726602564102,12242.14967948718,12237.154487179487,14336.970454545455,274.5682692307692,171.0241973712562,281.4804487179487,267.6666666666667,174.87833809637215,166.83231523378583,-46459.16666666667,-46508.25,-46484.5,-12367.083333333334,37.791666666666664,13.829166666666666
23,2018-08-05,0.29166666666666663,13262.584935897436,13265.283012820513,13259.837820512821,15565.303787878787,297.21826923076924,171.0241973712562,304.57211538461536,289.7875,174.87833809637215,166.83231523378583,-56458.16666666667,-56507.25,-56483.5,-12227.583333333334,41.6375,15.145833333333334
24,2018-08-06,0.29166666666666663,14283.251602564102,14286.258012820512,14280.337820512821,16905.978787878787,319.88910256410253,188.49086403792288,327.8179487179487,311.94166666666666,192.77833809637215,184.08231523378583,-65618.41666666667,-65667.75,-65224.583333333336,-12054.625,45.229166666666664,16.366666666666667
