,data,precipitacao,pressao_atmosferica,radiacao,umidade_relativa,velocidade_media_vento
0,2018-07-13,,,,-9999.0,
1,2018-07-14,0.0,1018.8307692307692,1300.1454545454546,-14543.041666666668,1.2999999999999998
2,2018-07-15,0.0,2037.2224358974358,2461.9121212121217,-14464.708333333334,1.9958333333333331
3,2018-07-16,0.0,3056.422435897436,3738.1954545454546,-14402.208333333334,2.6541666666666663
4,2018-07-17,0.0,4077.5516025641027,4966.345454545455,-14327.708333333334,3.8874999999999997
5,2018-07-18,0.0,5097.964102564103,6221.470454545455,-14254.291666666668,4.920833333333333
6,2018-07-19,0.0,6115.922435897436,7502.320454545455,-14189.291666666668,5.7
7,2018-07-20,0.0,7132.734935897436,8792.903787878788,-14121.791666666668,6.620833333333334
8,2018-07-21,0.0,8149.239102564103,10059.778787878788,-16987.416666666668,7.691666666666666
9,2018-07-22,0.2666666666666666,9170.609935897435,11074.395454545454,-26986.416666666668,9.7625
10,2018-07-23,0.2666666666666666,10192.868269230768,12126.853787878788,-34048.66666666667,10.808333333333334
11,2018-07-24,0.2666666666666666,11215.530769230769,13237.087121212122,-36485.5,12.533333333333333
12,2018-07-25,0.29166666666666663,12239.726602564102,14336.970454545455,-46484.5,13.829166666666666
13,2018-07-26,0.29166666666666663,13262.584935897436,15565.303787878787,-56483.5,15.145833333333334
14,2018-07-27,0.29166666666666663,14283.251602564102,16905.978787878787,-65224.583333333336,16.366666666666667
15,2018-07-28,0.29166666666666663,15301.376602564102,18251.145454545454,-65157.166666666664,17.35
16,2018-07-29,0.29166666666666663,16316.372435897436,19494.86212121212,-65097.291666666664,18.058333333333334
17,2018-07-30,0.29166666666666663,17330.139102564102,20763.41212121212,-65030.583333333336,19.658333333333335
18,2018-07-31,0.3749999999999999,18346.0641025641,21041.762121212123,-64948.916666666664,21.129166666666666
19,2018-08-01,0.4166666666666665,19364.94326923077,21789.370454545453,-64871.875,22.629166666666666
20,2018-08-02,0.9083333333333332,20385.014102564102,22145.128787878788,-64785.875,23.695833333333333
21,2018-08-03,1.1666666666666665,21403.3141025641,22716.95378787879,-64705.125,24.5625
22,2018-08-04,1.875,22417.959935897437,23914.645454545454,-64620.083333333336,26.0875
23,2018-08-05,1.875,23433.1891025641,25047.41212121212,-64545.541666666664,27.71666666666667
24,2018-08-06,2.65,24453.04326923077,25210.97878787879,-64462.333333333336,29.133333333333333
25,2018-08-07,2.8416666666666663,25475.080769230768,25494.33712121212,-64371.75,30.066666666666666
26,2018-08-08,2.8416666666666663,26496.514102564102,26721.878787878788,-64286.708333333336,31.195833333333333
27,2018-08-09,2.8416666666666663,27511.389102564102,27863.36212121212,-64206.125,32.0875
28,2018-08-10,2.8416666666666663,28524.63076923077,28612.062121212122,-64135.958333333336,34.7625
29,2018-08-11,2.8416666666666663,29541.5516025641,30146.27878787879,-64068.333333333336,36.80833333333334
30,2018-08-12,2.8416666666666663,30561.71826923077,31224.745454545453,-64002.041666666664,38.729166666666664
31,2018-08-13,2.8416666666666663,31581.734935897435,32005.003787878788,-63931.625,40.575
32,2018-08-14,2.8416666666666663,32600.4391025641,33521.57045454546,-63857.375,41.75
33,2018-08-15,2.8416666666666663,33619.20993589744,35042.162121212124,-63782.916666666664,43.55833333333334
34,2018-08-16,2.983333333333333,34642.347435897434,35472.95378787879,-63701.375,44.65416666666667
35,2018-08-17,3.0166666666666666,35667.71826923077,36082.72878787879,-63615.791666666664,45.854166666666664
36,2018-08-18,3.0166666666666666,36692.19743589743,37197.628787878784,-63539.875,47.1625
37,2018-08-19,3.0166666666666666,37714.58493589744,38837.76212121212,-66822.91666666667,48.32083333333333
38,2018-08-20,3.0166666666666666,38736.32243589743,40449.62045454545,-70953.83333333333,49.454166666666666
39,2018-08-21,3.0166666666666666,39757.60993589744,41974.09545454545,-70879.08333333333,50.7
40,2018-08-22,3.0166666666666666,40778.19326923077,43338.45378787879,-73739.16666666667,52.37083333333333
41,2018-08-23,3.0166666666666666,41795.114102564105,44816.71212121212,-83738.16666666667,53.4625
42,2018-08-24,3.0166666666666666,42810.184935897436,46235.18712121212,-93737.16666666667,54.36666666666667
43,2018-08-25,3.0166666666666666,43825.75576923077,46604.05378787879,-103736.16666666667,55.8
44,2018-08-26,3.1999999999999997,44848.1266025641,46887.51212121212,-113735.16666666667,57.81666666666666
45,2018-08-27,3.3666666666666663,45873.534935897434,47344.55378787879,-114488.375,58.85
46,2018-08-28,3.3666666666666663,46899.0016025641,48161.670454545456,-114413.58333333333,60.19583333333333
47,2018-08-29,3.3666666666666663,47922.159935897434,49892.53712121212,-114343.08333333333,61.854166666666664
48,2018-08-30,3.3666666666666663,48940.9766025641,51638.35378787879,-114274.58333333333,63.045833333333334
49,2018-08-31,3.3666666666666663,49955.5016025641,53383.59545454545,-114634.16666666667,63.854166666666664
50,2018-09-01,3.3666666666666663,50969.34326923077,55108.170454545456,-114574.5,65.2125
51,2018-09-02,3.3666666666666663,51983.0891025641,56783.07878787879,-114504.16666666667,66.78333333333333
52,2018-09-03,3.3666666666666663,52993.92243589744,58276.253787878784,-114428.45833333333,69.04583333333333
53,2018-09-04,3.8749999999999996,54004.747435897436,59475.22045454545,-114354.54166666667,71.01666666666667
54,2018-09-05,3.8749999999999996,55023.59326923077,60852.33712121212,-114289.0,73.4375
55,2018-09-06,3.9666666666666663,56046.78076923077,61959.99545454545,-114214.41666666667,74.68333333333334
56,2018-09-07,3.9666666666666663,57069.168269230766,63859.83712121212,-114150.70833333333,76.04583333333333
57,2018-09-08,3.9666666666666663,58089.58076923077,65635.49545454545,-114088.20833333333,77.47916666666667
58,2018-09-09,3.9666666666666663,59109.139102564106,67443.39545454545,-114022.83333333333,79.04583333333333
59,2018-09-10,3.9666666666666663,60128.74326923077,68650.61212121212,-113957.66666666667,80.47916666666667
60,2018-09-11,3.9666666666666663,61147.293269230766,69184.86212121212,-113891.41666666667,81.45833333333333
61,2018-09-12,3.9666666666666663,62167.918269230766,70087.53712121212,-113824.29166666667,82.84166666666667
62,2018-09-13,3.9666666666666663,63186.31826923077,71539.63712121212,-113758.66666666667,84.69166666666666
63,2018-09-14,4.133333333333333,64199.347435897434,73035.66212121212,-113692.66666666667,86.23333333333333
64,2018-09-15,4.508333333333333,65210.4391025641,74193.70378787878,-113609.33333333333,87.77916666666667
65,2018-09-16,4.516666666666666,66224.59743589743,75600.17301864801,-113535.20833333333,89.80416666666666
66,2018-09-17,4.6083333333333325,67239.1016025641,76163.15763403263,-113453.70833333333,90.71666666666667
67,2018-09-18,4.8166666666666655,68250.25993589744,77545.2884032634,-113373.83333333333,91.94166666666666
