data,precipitacao,pressao_atmosferica,pressao_max,pressao_min,radiacao,temperatura_do_ar,temperatura_orvalho,temperatura_max,temperatura_min,temperatura_orvalho_max,temperatura_orvalho_min,umidade_max,umidade_min,umidade_relativa,direcao_vento,rajada_max,velocidade_media_vento
2015-01-01,0.0,1010.9916666666667,1011.3333333333334,1010.775,2196.4,26.8,20.745833333333334,27.270833333333332,26.416666666666668,21.033333333333335,20.4375,71.79166666666667,68.375,70.20833333333333,29.833333333333332,5.033333333333333,1.7541666666666667
2015-01-02,0.0,1010.0791666666668,1010.3458333333333,1009.8166666666666,2170.557142857143,27.05,20.691666666666666,27.541666666666668,26.599999999999998,20.979166666666668,20.383333333333333,70.54166666666667,67.16666666666667,68.91666666666667,27.708333333333332,2.3666666666666667,0.4291666666666667
2015-01-03,0.0,1012.3625000000001,1012.5500000000001,1012.0416666666666,2138.5071428571428,26.379166666666666,21.3875,26.912499999999998,25.9375,21.75,21.045833333333334,76.0,72.41666666666667,74.375,80.08333333333333,0.30416666666666664,0.03333333333333333
2015-01-04,0.0,1014.4250000000001,1014.6458333333334,1014.1333333333333,2135.8785714285714,26.9875,20.541666666666668,27.53333333333333,26.4875,20.966666666666665,20.1125,71.29166666666667,67.20833333333333,69.16666666666667,110.70833333333333,0.9416666666666668,0.020833333333333332
2015-01-05,0.0,1015.2833333333333,1015.4625,1015.0333333333333,2120.964285714286,26.579166666666666,20.679166666666667,27.0125,26.15416666666667,20.979166666666668,20.354166666666668,72.54166666666667,68.875,70.83333333333333,52.083333333333336,3.2875,0.7875000000000001
2015-01-06,0.0,1017.35,1017.5458333333332,1017.1374999999999,1463.9928571428572,26.400000000000002,21.287499999999998,26.78333333333333,25.995833333333334,21.604166666666668,20.974999999999998,75.66666666666667,72.5,73.875,60.958333333333336,3.454166666666667,1.1666666666666667
2015-01-07,0.0,1016.4250000000001,1016.6875,1016.2333333333332,2179.692857142857,26.683333333333334,19.891666666666666,27.15416666666667,26.266666666666666,20.345833333333335,19.491666666666667,69.41666666666667,65.58333333333333,67.41666666666667,41.958333333333336,4.695833333333334,1.2750000000000001
2015-01-08,0.0,1015.7875,1016.0124999999999,1015.6,2271.342857142857,26.525000000000002,19.941666666666666,26.95,26.145833333333332,20.279166666666665,19.591666666666665,69.70833333333333,66.16666666666667,68.125,39.75,5.3999999999999995,1.6541666666666668
2015-01-09,0.0,1014.8416666666667,1015.1041666666666,1014.6083333333332,2254.235714285714,26.579166666666666,20.091666666666665,27.0625,26.266666666666666,20.395833333333332,19.658333333333335,69.83333333333333,66.08333333333333,68.33333333333333,35.916666666666664,6.4750000000000005,2.0500000000000003
2015-01-10,0.0,1014.025,1014.3208333333333,1013.8291666666668,2256.65,26.59166666666667,19.25,27.037499999999998,26.2625,19.670833333333334,18.837500000000002,67.41666666666667,63.208333333333336,65.41666666666667,35.625,5.933333333333334,1.8833333333333335
2015-01-11,0.0,1013.2624999999999,1013.5041666666666,1012.975,2249.5,26.6875,20.25,27.15833333333333,26.287499999999998,20.558333333333334,19.958333333333332,70.58333333333333,66.875,68.66666666666667,35.708333333333336,2.9333333333333336,0.5875
2015-01-12,0.0,1012.9041666666667,1013.1416666666668,1012.6708333333332,2213.5,26.933333333333334,20.9875,27.429166666666664,26.520833333333332,21.270833333333332,20.704166666666666,72.625,69.20833333333333,71.0,33.583333333333336,2.5666666666666664,0.4583333333333333
2015-01-13,0.0,1012.8166666666666,1013.0333333333333,1012.525,2167.4714285714285,26.59166666666667,20.925,26.9875,26.2625,21.216666666666665,20.645833333333332,73.375,70.33333333333333,71.83333333333333,34.916666666666664,7.370833333333334,2.5124999999999997
2015-01-14,0.0,1014.2083333333334,1014.4291666666667,1013.9666666666667,2252.5214285714287,26.458333333333332,20.6125,26.916666666666668,26.116666666666664,20.970833333333335,20.254166666666666,73.0,69.125,71.25,42.791666666666664,5.270833333333333,1.4208333333333334
2015-01-15,0.0,1014.0041666666666,1014.2125,1013.7416666666667,1837.1214285714286,26.325,20.425,26.733333333333334,25.979166666666668,20.708333333333332,20.104166666666668,72.41666666666667,68.95833333333333,70.79166666666667,37.083333333333336,4.683333333333334,1.2125000000000001
2015-01-16,0.0,1015.2875,1015.4583333333334,1015.0666666666666,2202.828571428571,26.758333333333336,20.441666666666666,27.175,26.287499999999998,20.8625,20.0625,71.70833333333333,67.54166666666667,69.58333333333333,46.0,1.8291666666666666,0.39166666666666666
2015-01-17,0.0,1014.0041666666666,1014.275,1013.8375,2158.3928571428573,26.837500000000002,19.645833333333332,27.241666666666664,26.395833333333332,19.974999999999998,19.183333333333334,68.29166666666667,63.958333333333336,66.125,41.25,2.0541666666666667,0.2625
2015-01-18,0.0,1012.725,1012.9458333333333,1012.5083333333333,2202.6857142857143,27.008333333333336,20.829166666666666,27.458333333333332,26.629166666666666,21.145833333333332,20.575,71.95833333333333,68.41666666666667,70.08333333333333,33.375,1.2458333333333333,0.12916666666666665
2015-01-19,0.0,1013.6166666666667,1013.8833333333333,1013.3458333333333,2240.964285714286,26.758333333333336,20.345833333333335,27.28333333333333,26.458333333333332,20.745833333333334,20.0625,70.54166666666667,67.04166666666667,68.875,41.041666666666664,1.8416666666666668,0.19166666666666665
2015-01-20,0.0,1011.8708333333334,1012.1666666666666,1011.6833333333334,2212.0285714285715,26.96666666666667,20.279166666666665,27.40833333333333,26.583333333333332,20.604166666666668,19.8,69.83333333333333,65.75,68.0,38.25,0.8833333333333333,0.016666666666666666
2015-01-21,0.0,1010.9708333333333,1011.2041666666668,1010.7125,2152.9285714285716,26.849999999999998,20.525000000000002,27.2625,26.462500000000002,20.766666666666666,20.145833333333332,70.75,67.25,69.20833333333333,35.666666666666664,1.7166666666666668,0.19999999999999998
2015-01-22,0.0,1012.7166666666667,1012.9083333333333,1012.4041666666667,2044.0928571428572,26.504166666666666,21.53333333333333,26.95,26.2,21.754166666666666,21.229166666666668,75.79166666666667,72.58333333333333,74.5,69.83333333333333,0.4875,0.020833333333333332
2015-01-23,0.0,1014.5291666666667,1014.725,1014.2708333333334,1938.4214285714286,26.695833333333336,20.912499999999998,27.191666666666666,26.3,21.258333333333333,20.5125,73.45833333333333,69.125,71.54166666666667,49.75,1.2166666666666666,0.2625
2015-01-24,0.0,1013.8333333333334,1014.1,1013.6041666666666,1843.8428571428572,27.041666666666668,20.533333333333335,27.462500000000002,26.65833333333333,20.970833333333335,20.170833333333334,70.625,66.5,68.625,47.5,1.6708333333333334,0.2708333333333333
2015-01-25,0.0,1013.6166666666667,1013.8958333333334,1013.4,1979.9857142857143,27.02916666666667,19.925,27.516666666666666,26.520833333333332,20.3125,19.433333333333334,69.08333333333333,64.29166666666667,66.70833333333333,51.333333333333336,0.2916666666666667,0.016666666666666666
2015-01-26,0.0,1012.3791666666666,1012.625,1012.1666666666666,1831.6571428571428,26.8125,20.724999999999998,27.2625,26.412499999999998,21.083333333333332,20.458333333333332,72.375,68.375,70.375,35.958333333333336,0.75,0.05416666666666667
2015-01-27,0.0,1013.1916666666666,1013.3625000000001,1012.8708333333334,1889.185714285714,26.929166666666664,21.400000000000002,27.400000000000002,26.504166666666666,21.666666666666668,21.104166666666668,74.29166666666667,70.875,72.58333333333333,41.291666666666664,0.5083333333333333,0.06666666666666667
2015-01-28,0.0,1013.4916666666667,1013.7624999999999,1013.2333333333332,2109.671428571429,27.066666666666666,20.629166666666666,27.504166666666666,26.670833333333334,20.9875,20.195833333333333,71.0,66.91666666666667,69.125,44.083333333333336,0.14166666666666666,0.012499999999999999
2015-01-29,0.0,1011.8541666666666,1012.1708333333332,1011.6791666666667,2100.842857142857,27.46666666666667,20.912499999999998,27.912499999999998,27.025000000000002,21.183333333333334,20.545833333333334,70.66666666666667,67.0,68.95833333333333,35.25,0.008333333333333333,0.0
2015-01-30,0.0,1010.8333333333334,1011.0500000000001,1010.5458333333332,1913.8357142857144,27.491666666666664,21.162499999999998,28.116666666666664,26.833333333333332,21.55,20.8625,72.0,67.41666666666667,69.625,58.5,0.0,0.0
2015-01-31,0.0,1014.3583333333332,1014.5666666666666,1014.0749999999999,1780.185714285714,26.679166666666664,21.279166666666665,27.320833333333336,26.054166666666664,21.8875,20.6375,76.91666666666667,71.70833333333333,74.375,94.58333333333333,0.0,0.0
2015-02-01,,1015.4208333333332,1015.7416666666667,1014.9875000000001,1832.3285714285714,26.570833333333336,22.016666666666666,27.099999999999998,26.016666666666666,22.441666666666666,21.620833333333334,79.20833333333333,75.08333333333333,77.04166666666667,99.54166666666667,0.049999999999999996,0.004166666666666667
2015-02-02,,1014.0541666666667,1014.3375,1013.8041666666667,1781.857142857143,27.054166666666664,21.179166666666667,27.504166666666666,26.608333333333334,21.566666666666666,20.849999999999998,73.95833333333333,69.75,71.70833333333333,58.666666666666664,0.6541666666666667,0.04583333333333334
2015-02-03,,1012.5375,1012.8791666666666,1012.35,1654.05,27.045833333333334,20.724999999999998,27.5625,26.65416666666667,21.083333333333332,20.279166666666665,71.83333333333333,67.41666666666667,69.875,44.791666666666664,0.05833333333333333,0.0
2015-02-04,,1009.6083333333332,1009.9458333333333,1009.3125,2018.430769230769,26.770833333333332,20.75,27.320833333333336,26.383333333333336,21.150000000000002,20.45,72.95833333333333,68.91666666666667,71.04166666666667,56.5,1.2791666666666666,0.2333333333333333
2015-02-05,,1008.2541666666666,1008.5291666666667,1008.1083333333332,557.3357142857143,24.9375,20.716666666666665,25.3,24.65416666666667,21.041666666666668,20.5125,79.58333333333333,76.20833333333333,77.66666666666667,58.291666666666664,2.4791666666666665,0.6416666666666666
