data,precipitacao,pressao_atmosferica,pressao_max,pressao_min,radiacao,temperatura_do_ar,temperatura_orvalho,temperatura_max,temperatura_min,temperatura_orvalho_max,temperatura_orvalho_min,umidade_max,umidade_min,umidade_relativa,direcao_vento,rajada_max,velocidade_media_vento
2018-07-31,0.2916666666666667,898.6875,899.0208333333334,898.35,718.5999999999999,14.025,12.429166666666667,15.079166666666666,13.304166666666667,13.254166666666668,11.691666666666668,93.25,87.29166666666667,91.0,155.33333333333334,6.2,2.2624999999999997
2018-08-01,0.225,900.225,900.3958333333334,899.9958333333334,944.3416666666667,13.658333333333333,12.154166666666667,14.0375,13.2875,12.450000000000001,11.8125,92.95833333333333,88.91666666666667,91.16666666666667,217.25,5.808333333333334,2.629166666666667
2018-08-02,0.7833333333333333,901.0041666666666,901.2541666666666,900.6916666666666,410.3692307692308,13.85,13.241666666666667,14.108333333333334,13.533333333333333,13.495833333333332,12.908333333333333,97.04166666666667,95.04166666666667,96.20833333333333,135.45833333333334,3.1333333333333333,1.0958333333333334
2018-08-03,0.25,900.4458333333333,900.6875,900.3000000000001,381.8357142857143,14.225,12.766666666666666,14.512500000000001,13.920833333333334,13.025,12.491666666666667,92.66666666666667,89.20833333333333,91.0,27.25,4.520833333333333,1.9583333333333333
2018-08-04,0.9083333333333333,897.4583333333334,897.7916666666666,897.2333333333332,774.5307692307692,15.845833333333333,14.441666666666668,16.329166666666666,15.4625,14.879166666666668,14.179166666666667,94.0,89.79166666666667,91.91666666666667,106.875,4.308333333333334,1.6166666666666665
2018-08-05,0.008333333333333333,897.9083333333333,898.0833333333334,897.6333333333333,1124.575,15.325000000000001,13.654166666666667,16.037499999999998,14.654166666666667,14.379166666666668,13.029166666666667,92.75,88.58333333333333,90.66666666666667,216.625,4.108333333333333,1.7208333333333332
2018-08-06,0.6583333333333333,901.0833333333334,901.3166666666666,900.7583333333333,160.46,14.433333333333332,14.125,14.75,14.195833333333333,14.424999999999999,13.916666666666666,98.58333333333333,97.33333333333333,98.0,185.79166666666666,4.679166666666666,1.9208333333333334
2018-08-07,0.325,902.525,902.7875,902.1958333333333,377.6857142857143,13.504166666666668,12.779166666666667,13.733333333333334,13.1875,12.970833333333333,12.545833333333334,96.58333333333333,94.625,95.625,200.125,4.608333333333333,1.75
2018-08-08,0.016666666666666666,903.0208333333334,903.2583333333333,902.8458333333333,1623.3999999999999,15.420833333333334,13.404166666666667,16.0625,14.879166666666665,13.983333333333334,12.958333333333334,90.66666666666667,86.5,88.66666666666667,82.04166666666667,4.766666666666667,2.091666666666667
2018-08-09,0.008333333333333333,899.6291666666666,899.9875000000001,899.4875000000001,1084.8583333333333,15.845833333333333,13.891666666666666,16.366666666666667,15.120833333333332,14.4,13.1875,90.79166666666667,86.70833333333333,88.70833333333333,147.08333333333334,6.291666666666667,2.9250000000000003
